VideoID,topic_quantum,holistic,technology2,application,laser,mri,smartphone,computer,nuclear,qcomputer,qnetwork,qsensor,spooky,spooky_quote,economic,economic_sentence,benefits,benefits_sentence,progress,progress_quote,b_life,b_finance,b_logistics,b_security,b_defense,b_energy,b_argiculture,risks,risks_quote,r_life,r_finance,r_logistics,r_security,r_defense,r_energy,r_argiculture,superposition,explain_superposition,quote_superposition,entanglement,explain_entanglement,quote_entanglement,explain_contextuality,quote_contextuality
_Bfcm6s75OA,1,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,1,"We can, by understanding very deeply quantum physics and quantum chemistry, we can program this computer to predict a materials behavior before we synthesize it. ",0,-9,0,0,0,0,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_fc6LGCuUdk,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_iLcnZrr7_8,2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_oL4C0QaMgo,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_Qey1CXTnFE,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_Qzx9SnG9oU,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_sj1pc5k_7A,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_UAjJ-wAcJY,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
_UOCw85A_qw,2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
06vVfdfRa4E,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
0FUlRjBcGGE,0,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,1,"But imagine computers that will take one second to solve certain computational tasks that the fastest
supercomputer in the world
will take zillions of years to solve.
that will take one second
to solve certain computational tasks
that the fastest
supercomputer in the world
will take zillions of years to solve.",0,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
0hNYZco-yts,0,0,0,0,0,0,0,0,0,0,0,0,1,"Now, it has been called bizarre, mysterious, funky, strange - so strange that one of the people who incorporated quantum physics into the world Albert Einstein, you know, came out with these two very you know diametrically opposite thoughts from special relativity.",0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,1,0,-9,1,0,-9,0,-9
0rnihjG-Kl8,0,0,0,0,0,0,0,0,0,0,0,0,1,"However, since then other theories have developed, and this could also be a weird quantum effect. ",0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
1-99f5fCyKg,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
1CdmpHLSZRU,2,0,0,0,0,0,0,0,0,0,0,0,1,"And that's called quantum nonlocality.
And that's very strange, very strange.",0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,1,"The ball bounces back to the cat
and also through the wall.
The act of the ball
going through the wall
is referred to as quantum tunneling.
That's peculiar.
The fact is I didn't say it does one
or the other with some probability.
I said it does both
concurrently, simultaneously.",1,1,"And that's quantum entanglement, 
which remotely links
non-interacting matter.
And I thought for a long time
about how to explain this. […]",1,"Now, one of several peculiar features
of quantum physics is the fact
that if you look at it,
the act of observation tampers with it
and it therefore alters the outcome."
1d5RetvkkuQ,2,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,"In the quantum realm, not only is it small, but things can be in multiple places at the same time that’s called superposition. ",1,0,-9,0,-9
1-uG73d-o94,1,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,1,He actually did this research in his lab at Oxford and what he says that the quantum computers have the potential to solve problems that would take a classical computer longer than the age of the universe. ,0,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,0,1,"But what quantum mechanics says is that what about if we made these 2 bit operates in the- operates in the fashion so that they can intersect with each other? 
That is 0 and 1. ",0,0,-9,0,-9
1YJs8AWykzs,2,0,0,0,0,0,0,0,0,0,0,0,1,"So well, what is quantum physics, and I will once again assume that not all of you have heard the principals of the strange world of quantum mechanics. ",0,-9,1,"My intention now is to present you how the world of subatomic particles and atoms, known as quantum mechanics, can help you when you play bridge and bring your game to a completely new level in such a way that no ordinary non-quantum mechanical bridge player can ever hope to do.",0,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,0,1,"It doesn’t have to be there anymore in quantum mechanics, we say that it’s at many places at the same time.",1,1,Entanglement means that measurement on two spatially separated systems can have quantum correlation. ,1,"We say that observer effects nature - that is electron, is somewhere just because you saw it there. "
233cpbN3TgQ,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
29nHNWWsow0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
2cM8GiRl504,2,0,0,0,0,0,0,0,0,0,0,0,1,the freakish laws of quantum mechanics,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
2f04YNvslkM,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,1,1,"Entanglement says that two particles that come together and are entangled when separated and move great distances, you can stimulate one, the other reacts. ",0,-9
2gVWz4cNz58,0,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,1,"Quantum computing is a lot like regular computing really, except it takes advantage of cutting edge physics, make computers run even faster, solve even bigger problems that have an even bigger impact on our lives, yep yep. ",1,"solve even bigger problems that have an even bigger impact on our lives, yep yep. ",0,0,1,0,0,1,1,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
2RuCfTiCDjs,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
2szV1aBB7VQ,1,0,1,1,1,0,0,1,0,1,1,1,1,"""spooky connections""",1,"I am just saying,
here in Europe we managed,
starting from these
fundamental, basic ideas,
in developing technologies
which now around the world
truly dominate the market.",1,"And therefore, if we verify
that no one has actually intercepted,
we have a secure communication,
which protects your data,
which protects your credit card
on the Internet,
which protects sensitive data,
medical data and so on.",0,-9,1,1,1,1,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,0,1,"Somehow inside,
as in this drawing of a cube,
there is both the possibility
of the cube being face up,
and the possibility of the cube
being face down.
They both are there.",0,1,"Einstein said: ""This is absurd,
because in quantum mechanics
I can prepare states so that,
if I then I separate these
two cubes, these two electrons,
they are always connected"".
And even if I have an electron here
and the other is on Alpha Centauri,
I look at one
and I immediately know
what will happen up there,
when my colleague goes to check it,
instantly.",1,"Try looking at it:
somehow, you are not able
to see it at the same time
from one side or the other.
Somehow it does ""click!"", back and forth
or it settles on one side
and you have to think,
it could also be from the other.
When you look at it,
it's either one or the other."
2V4DwZmQenY,1,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
2XwUHKCSmNE,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
3gsbfGHjjiY,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
3oaCumi1I2M,0,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,1,0,-9,1,1,quantum entanglement is the faster than light teleportation of particles and information in a quantum computer. ,0,-9
3s3uVm0mEYc,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
3SYW6eZFHwU,2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
3Vb9tC3uhmI,2,0,0,1,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
3vQiAbsoDW8,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
3xHVcKeuF5o,1,0,1,1,0,0,0,1,0,1,0,0,1,"It’s kind of an episode that looked like a Big Bang Theory, a part of the fact that it would be me here instead and I will try to introduce you in a crazy way to this crazy world of quantum computers and of quantum properties. ",0,-9,1,"So the regular computer versus the quantum computer, a quantum computer, would do in one week what a classical computer does in thousand years, the power increased exponentially, but are these kinds of systems existent? ",1,"So I hope I convinced you that connecting the dots from the fundamental science, exploring the universe, exploring how it works, struggling day by day to go beyond the borders and to find the way in which the nature works, it’s also of benefit for society, of huge benefit for society, and it’s our only way to go forward a to make progress",1,0,0,1,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,"How could he have passed left and right to that tree? 
But if Paul would be an electron, we wouldn’t be amazed, because in the particle world’s behavior like this are possible, they are natural.
The quantum world, it’s in a superposition of states.",0,0,-9,0,-9
43---kMJrlA,1,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,1,"They’re not just faster, the laws, as I said earlier, of quantum mechanics allow us to do something that we’ve never been able to do up until now. ",0,-9,1,0,0,0,0,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,1,0,-9,1,0,-9,0,-9
43N-_i1Qzg8,2,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
45pTq0ADz6o,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
484QkY2a91k,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4axk6ekRptc,0,0,0,1,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4Bt3p5t9VR8,1,0,0,1,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4FMOdg-AboM,2,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4G58l1oqDSo,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4nP4yqvg4YU,2,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4Usqj2NPbc0,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4WPmXhhEev8,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
4xgI17gjnx8,2,0,0,0,0,0,0,0,0,0,0,0,1,"But for you to understand
where those paradoxes come from
and that bizarreness of that whole quantum world,
I have to speak
about the quantum theory of measurement for a while.",0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,"On a certain level the world...  there can be...
physical objects can be in several contradicting states
at the same time.
An object can be on the left
and on the right at the same time.",0,1,"However, quantum objects are correlated in a strange way,
so that locally the object has absolutely no attribute.
Locally it has no characteristic. Neither of them has.
And the objects can be far from one another,
across the whole universe.
However, if I locally measure one object,
I get, as I have already told you,
a certain result with a certain probability
and in the same moment, as I get this result,
the state of the other object will change, or in other words,
I will know the state of that second object,
that had no attribute before I did the measurement.",1,"But the point in that is,
that when measuring a quantum object,
when measuring it for a first time,
if I looked at the coin,
which is in an unknown state,
because it’s a quantum state,
when I look at the coin
it collapses from the quantum state
to one of the states of the measuring device –
in this case to 0 or 1."
5EtBAHmZSs4,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
5JFW0o4GSGA,1,0,1,1,1,0,0,0,0,1,1,1,0,-9,1,"You can also with with the help of quantum technologies do new do new approaches in metrology and lithography, in imaging, in sensing, in control, so there are a whole new array of completely new technologies that are coming up, that we will have to learn if we want to be able to compete on a global scale.",1,"Fortunately, if you look around a little bit in the tools of quantum mechanics, there is a quantum solution to this problem, which is what people call quantum key distribution. 
There is a physical way that I will explain in a second that allows you to share a secret key between two parties completely using the law exclusively using the laws of quantum physics, and in this way you manage to to base the security of the transfer of information not on a mathematical algorithm, yeah that a fast computer could break, but on physical principles, which make it’s much much much more safe and secure.",0,-9,1,0,0,1,0,0,0,1,"If I give you two numbers - and I ask you to multiply them - that’s a fairly easy process. 
But if I give you a very large number - and I asked you - which two numbers did I multiply to get this number - that’s much more difficult, because you have to try all possibilities - and this is at the principle that is at the basis on how we protect information these days yeah - and this is one of the problems that quantum computers will be very good at, so that we know already that, in a probability near future, these computers will be able to crack all the data encrypted and safe messages that we send to each other, so that we have a big problem coming up out there. ",0,0,0,1,0,0,0,1,1,So it cannot only be 0 and 1 at one time it can be 0 and 1 at the same time. ,0,0,-9,0,-9
5S8K7XOFg4E,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,1,"This is basically what quantum physics also says: the information, the world out there is, depending on the observer that is seeing the world, so temperature is objective."
5U6Cc1hmdY0,2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
5Uh6b3CDRaA,1,0,1,1,0,0,0,0,0,1,0,0,1,And it's a strange world.,0,-9,1,"In fact what I mean by that
is that if the numbers
are a thousand bits long
it would take the age of the universe
for even the best computer
to solve the problem.
Now if you could build
one of these machines
that took advantage of the superposition
that let all the transistors
in the circuit be in multiple states
at the same time
it becomes a very easy problem.",0,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,"Quantum Mechanics
says that switch can be
up and down
at the same time.
Just like the particle
that can go through 2 slits
or any other quantum state
a transistor can be on and off
according to the laws
of Quantum Mechanics.",1,1,"Quantum Mechanics
says that that singlet,
the two electrons
in the Helium atom,
if you could control them
and even separate them,
even separate them to
the outer reaches of the Galaxy,
If you make a measurement,
yours becomes the opposite.",1,"If you make a measurement,
yours becomes the opposite."
5zUPrBHaFbE,0,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,1,"Quantum computers are a complex subject that have helped us develop a lot of new technologies and a lot of new algorithms and computing.
For anyone who’s in the computing fields, you can see the applications of quantum computing to a lot of problems that we have and that you have whether or not you know it in your daily lives. ",0,-9,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
60LIWD1j3V4,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,1,"The electron as if conscious that it’s been observed, goes back to being a particle.
In the act of observing, we change the outcome and the act of looking a thing, we have the potential- potential to change that thing. "
61LSuCJdVn4,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
6a4P_1MMmZM,0,0,0,1,1,0,0,0,0,0,0,0,1,"Neither particle nor wave,
""totally crazy things"",
to quote the great physicist
Richard Feynman.",0,-9,1,"the laser,
which has become a valuable tool
for doctors in surgery
but that is more commonly found
at every cash deck
for reading bar codes.",0,-9,1,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
6ab7Ayq_UgE,1,0,1,1,0,0,0,0,0,1,1,0,1,"It’s a little weird, but we call it the superposition. ",0,-9,1,"And you know it turns out that that problem is very difficult to figure out what drugs might work and that’s something that a computer can help us with. 
But the space of molecules that we can explore is just so far bigger than you know what we can do on classical resources that are available today. 
So my proposition is that quantum computing is a new paradigm, a new tool that can help us solve these problems that we just can’t attack right now.",1,"And I would say yes, we absolutely need to do better because, even as the scale of humanity is growing, as we’ve become more interconnected, this I’m sorry that the size and scale are the problems and the complexity of the problem that we want to solve has also become much larger.
And I’m not really talking about math problems here, although those are also very important, I’m really talking about real world problems that we as a society face today. ",1,0,1,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,"If I make this ball quantum, that’s no longer the case, my quantum ball can be red or it could be blue or it can be red and blue at the same time.",1,1,"Well, this leads to some very strong correlations between the two balls, so strong, in fact, that it no longer makes sense to talk about them as separate objects. ",1,"Well, it turns out that I, as a classical observer, cannot actually view the superposition but very actively trying to look at the ball forces it to be either red or blue. "
6fe6D6FQ_nM,1,0,1,1,0,0,0,0,0,1,1,1,1,"Famous American physicist and Nobel laureate, Richard Feynman said it’s a mystery, we don’t understand it.",0,-9,1,This opens up the possibility that such a device could perhaps solve some problems astronomically faster than we thought it could in the classical paradigm for physics. ,1,"Completely incapable of predicting, and I believe that we really have only scratched the surface of what these new quantum technologies are going to offer humanity.
And I very much look forward to seeing what the new generation discovers and brings to the world. ",1,0,1,1,0,1,0,1,So the fact that certain computational problems are hard give us a way to protect ourselves in a digital world and the catch is that a colleague discovered that- Peter Shor discovered that if you could build a quantum computer factoring actually becomes easy. ,0,1,0,1,0,0,0,0,1,What we needed was a language that allowed an electron to be here and there at the same time. ,0,0,-9,0,-9
6hizqph2qKQ,1,0,1,1,0,0,0,0,0,1,1,0,1,"When I started exploring the world of quantum physics, I found that quantum particles like electrons and photons and atoms, they can do some really strange things like be in two places at the same time or walk through walls or instantly connect across space and time. ",0,-9,1,"But in Hollywood movies, shape shifting is a superpower, so maybe even in science, it’s not such a bad thing and in fact quantum uncertainty actually is like a resource, a fuel that we can use, and it has surprising power. 
For example, let’s say you want to think about uncertainty as a form of lack of information. 
Well, if you don’t know any- everything about a system, it may provide a way to hide information and therefore give us new ways to think of encryption. ",0,-9,0,0,0,1,0,0,0,0, ,-9,-9,-9,-9,-9,-9,-9,0,1,"When I started exploring the world of quantum physics, I found that quantum particles like electrons and photons and atoms, they can do some really strange things like be in two places at the same time or walk through walls or instantly connect across space and time. ",1,1,"When I started exploring the world of quantum physics, I found that quantum particles like electrons and photons and atoms, they can do some really strange things like be in two places at the same time or walk through walls or instantly connect across space and time. ",0,-9
6MryDEd7CE0,2,0,0,1,0,0,0,0,0,0,0,0,0,-9,0,-9,1,Understanding photon by photon molecule by molecule how photosynthesis works is a necessary step towards developing biologically inspired artificial photosynthetic systems that can produce more food and harness more sunlight energy than is possible with currently existing technologies. ,0,-9,0,0,0,0,0,1,1,0, ,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
6pc-6jxuyQs,0,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,1,0,-9,0,0,-9,1,"What that means is: imagine it, well in a nutshell obviously, imagine you have a ball right, it’s a ball that has a number on it and and whenever you look at the ball, I’d say the first thing you look at it it’s four.
You look away, now you look at it again, it’s 3 and then when you look again it changes number. 
So what this means that your observation has some sort of a physical effect on a physical object that you hold and - and you might think this is fiction, but it’s not."
6xsuPOuCkns,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
72nDvopQB-c,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,1,"There’s one concept: Einstein didn’t like quantum mechanics because, as he said, he believed God didn’t play dice with the universe and there’s one concept I said if you believe, in quantum mechanics, that means if two particles are created at the same time after a while you measure of something and quantum mechanics said that the other one will be exactly at that point, you know what happens.",0,-9
78xUNNQv0ro,0,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,1,"This is the idea that you would move things as you wish, but you would be doing many such processes all at the same time and you’d be building stuff in a significant way and you’d be making the greenest fastest smallest stuff ever made. ",0,-9,0,0,0,0,0,1,0,0, ,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
7Gv8R2xuwZs,0,0,0,1,0,0,0,0,0,0,0,0,1,It’s a very strange concept.,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,1,"So it turns out that the particle, as some of you might have heard, can travel on to two different paths at the same time, how’s that possible?",0,0,-9,1,"So to observe something quantum mechanics you have to measures system, but you can only do this when they interact with the system. 
Like gets worse, when you do this, you change the system. 
You have no choice, you will change the system.
In fact you, in fact you must to observe it, to observe something."
7hg5eaGpjDg,1,0,1,1,0,0,0,0,0,1,0,0,1,Ok now this is the part where things start to get a little bit strange. ,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,"There is a 50% chance that the electron absorbs the pulse of light and flips to the one state and there’s a 50% chance that nothing happens and it stays in the zero state. 
And we don’t know what state it’s in until we look at it and so what we call that, when it’s in this in between state, we call that a superposition.",0,1,"So this is where the magic comes in, because if I have two qubits or two electrons together they cease to become one system or sorry they cease to become two systems and they become one system. ",0,-9
7HU05V9HDHo,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
7IZmDPm8yJ8,2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
8GFzq9LMFAM,0,0,1,1,0,0,0,0,0,1,0,0,0,-9,0,-9,1,"Now we can use computers to to make better computers and when we have a quantum computer adventure that’s my field indeed, of expertise that we probably will be able to use it to do really complex problems like the question of of mind of life of consciousness of God, maybe right stuff like this may be solved. ",0,-9,0,0,0,0,0,0,0,0, ,-9,-9,-9,-9,-9,-9,-9,0,1,"In reality, in more of a reality, an electron can be at different places at the same time, and still it’s a particle like a rock, it’s a small object. ",0,0,-9,0,-9
8IncK-SdiVk,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
8khcH5Lqxgk,2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,-9,0,-9
8MUyFpbmWHw,2,0,0,0,0,0,0,0,0,0,0,0,1,"But quantum mechanics what it does is it talks about house- what happens at such a small range, at such a small scope and at this small scope there’s some weird things that happen. ",0,-9,0,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,1,1,"Imagine spinning to the left once and then spinning to the right once that makes sense for normal people in normal matter, but at such a small scale, particles will actually spin in both directions at once.",0,0,-9,0,-9
